MEF2C,FLJ38717,3.23113
MEF2C,ZC3H7B,3.23113
MEF2C,LZTS2,3.23113
MEF2C,CTNND1,3.23113
MEF2C,PCDHGA12,3.23113
MEF2C,PGM1,3.23113
MEF2C,GLUL,3.23113
MEF2C,AZIN1,3.23113
MEF2C,KLF6,3.23113
MEF2C,WDR1,3.23113
MEF2C,ARID5B,3.23113
MEF2C,BCL2,3.23113
MEF2C,CP110,3.23113
MEF2C,ALS2CR13,3.23113
MEF2C,MED25,3.23113
MEF2C,tcag7.1238,3.23113
MEF2C,ADD2,3.23113
MEF2C,CREB3,3.23113
MEF2C,VAMP8,3.23113
MEF2C,MID1IP1,3.23113
MEF2C,ZNF219,3.23113
MEF2C,XIRP1,3.23113
MEF2C,STAU2,3.23113
MEF2C,PHF15,3.23113
MEF2C,CDK5,3.23113
MEF2C,RCSD1,3.23113
MEF2C,TBC1D20,3.23113
MEF2C,CNN2,3.23113
MEF2C,SIRPA,3.23113
MEF2C,DPYSL2,3.23113
MEF2C,SLC20A1,3.23113
MEF2C,UBL7,3.23113
MEF2C,POLR2B,3.23113
MEF2C,NEDD9,3.23113
MEF2C,GPR133,3.23113
MEF2C,JAG1,3.23113
MEF2C,RIOK2,3.23113
MEF2C,KIAA1394,3.23113
MEF2C,RIN2,3.23113
MEF2C,HNRNPL,3.23113
MEF2C,RPL17,3.23113
MEF2C,CAP1,3.23113
MEF2C,PALLD,3.23113
MEF2C,CORO1C,3.23113
MEF2C,CHD9,3.23113
MEF2C,SMAD6,3.23113
MEF2C,FOXN3,3.23113
MEF2C,FOXP1,3.23113
MEF2C,MAFA,3.23113
MEF2C,KLF2,3.23113
MEF2C,ZBTB20,3.23113
MEF2C,PTGDS,3.23113
MEF2C,ZFAND5,3.23113
MEF2C,TSC22D3,3.23113
MEF2C,NCOA3,3.23113
MEF2C,SOX12,3.23113
MEF2C,MRAS,3.23113
MEF2C,TLN1,3.23113
MEF2C,ARHGAP12,3.23113
MEF2C,RAPGEF1,3.23113
MEF2C,SDC4,3.23113
MEF2C,YWHAH,3.23113
MEF2C,IGFBP3,3.23113
MEF2C,NR2F6,3.23113
MEF2C,FER1L3,3.23113
MEF2C,GRINA,3.23113
MEF2C,MAML2,3.23113
MEF2C,JMJD1C,3.23113
MEF2C,THAP2,3.23113
MEF2C,BAG3,3.23113
MEF2C,PIGV,3.23113
MEF2C,CYBB,3.23113
MEF2C,BAT2,3.23113
MEF2C,GDF15,3.23113
MEF2C,IL6R,3.23113
MEF2C,POU6F1,3.23113
MEF2C,MMP19,3.23113
MEF2C,PCDHGA10,3.23113
MEF2C,SYTL3,3.23113
MEF2C,TSHZ1,3.23113
MEF2C,CBX7,3.23113
MEF2C,GSDMDC1,3.23113
MEF2C,C21orf7,3.23113
MEF2C,CXXC5,3.23113
MEF2C,ATAD2,3.23113
MEF2C,CAMTA2,3.23113
MEF2C,MR1,3.23113
MEF2C,PTPN21,3.23113
MEF2C,HMGA2,3.23113
MEF2C,ACSL1,3.23113
MEF2C,HMGA1,3.23113
MEF2C,FLI1,3.23113
MEF2C,ELMO2,3.23113
MEF2C,CEBPB,3.23113
MEF2C,TMEM63A,3.23113
MEF2C,PPP3CB,3.23113
MEF2C,EDEM2,3.23113
MEF2C,MS4A7,3.23113
MEF2C,AFF1,3.23113
MEF2C,MAP2K1,3.23113
MEF2C,MYO1E,3.23113
MEF2C,FBXL10,3.23113
MEF2C,RBL2,3.23113
MEF2C,LGALS3BP,3.23113
MEF2C,P2RY5,3.23113
MEF2C,SERTAD3,3.23113
MEF2C,DPF3,3.23113
MEF2C,DNM2,3.23113
MEF2C,TRIM11,3.23113
MEF2C,VPS13D,3.23113
MEF2C,HSPB1,3.23113
MEF2C,TAPBP,3.23113
MEF2C,COL11A2,3.23113
MEF2C,KIAA0430,3.23113
MEF2C,HDAC9,3.23113
MEF2C,NFATC1,3.23113
MEF2C,GALM,3.23113
MEF2C,TXNDC13,3.23113
MEF2C,KLF4,3.23113
MEF2C,FKBP4,3.23113
MEF2C,ASXL1,3.23113
MEF2C,GPA33,3.23113
MEF2C,FBXO32,3.23113
MEF2C,IRF3,3.23113
MEF2C,LOC387763,3.23113
MEF2C,SYT7,3.23113
MEF2C,RGS1,3.23113
MEF2C,GPR65,3.23113
MEF2C,TMEM120B,3.23113
MEF2C,MRPL9,3.23113
MEF2C,ATF3,3.23113
MEF2C,PHF17,3.23113
MEF2C,EBF3,3.23113
MEF2C,SLC35C2,3.23113
MEF2C,RSU1,3.23113
MEF2C,C5orf13,3.23113
MEF2C,TLE4,3.23113
MEF2C,SNRPN,3.23113
MEF2C,GPNMB,3.23113
MEF2C,AKAP8,3.23113
MEF2C,LRRC8C,3.23113
MEF2C,ATP1A1,3.23113
MEF2C,ARID2,3.23113
MEF2C,THSD7A,3.23113
MEF2C,DMRTA2,3.23113
MEF2C,SH3KBP1,3.23113
MEF2C,SLC38A7,3.23113
MEF2C,MORC2,3.23113
MEF2C,NMNAT3,3.23113
MEF2C,LIMS1,3.23113
MEF2C,SH3BGRL,3.23113
MEF2C,COL27A1,3.23113
MEF2C,TNFAIP8L2,3.23113
MEF2C,UBE2F,3.23113
MEF2C,RFX5,3.23113
MEF2C,CCDC53,3.23113
MEF2C,ZIC2,3.23113
MEF2C,RCC2,3.23113
MEF2C,ZNF521,3.23113
MEF2C,C3orf39,3.23113
MEF2C,CD36,3.23113
MEF2C,LOC346887,3.23113
MEF2C,MB,3.23113
MEF2C,AFF3,3.23113
MEF2C,AP1G2,3.23113
MEF2C,ZNF281,3.23113
MEF2C,SRF,3.23113
MEF2C,ADAMTS8,3.23113
MEF2C,STUB1,3.23113
MEF2C,LOC100128191,3.23113
MEF2C,ALDH1A2,3.23113
MEF2C,MYO15B,3.23113
MEF2C,PKMYT1,3.23113
MEF2C,PNMA1,3.23113
MEF2C,GAL,3.23113
MEF2C,MOSC1,3.23113
MEF2C,SNTB1,3.23113
MEF2C,NOMO2,3.23113
